state,frequency_%,mean_daily_return_%,volatility_daily_%,mean_rolling_volatility_%,avg_duration_days
0,25.631216526396326,0.37255560429863604,1.4948272822270945,1.5761461982986902,19.142857142857142
1,11.400153022188217,-6.038334035461404,4.675516272078084,4.930355378524081,1.4326923076923077
2,37.33741392501913,0.2964787417718359,2.4624985638727606,3.102497193392214,13.942857142857143
3,25.631216526396326,2.648768883158687,4.013422273058036,5.287405280928998,3.526315789473684
