state,frequency_%,mean_daily_return_%,mean_abs_return_%,volatility_daily_%,mean_rolling_volatility_%,downside_frequency_%,avg_duration_days,mean_daily_range_%,mean_log_volume_change_pct,mean_abs_log_volume_change_pct,mean_drawdown_%,worst_drawdown_%,mean_posterior_confidence,mean_posterior_entropy
0,34.305317324185246,0.052730953325427016,0.5249019484255962,0.6920570002445656,0.7025197727925161,44.25,25.0,0.8410546661817162,0.21031340946928775,26.50901265177049,-1.7212723366958276,-13.652997435699499,0.9638487293331152,0.061145097236460354
1,25.0,0.092191214002522,0.32776620884713803,0.41504528751368897,0.42495600483971036,41.509433962264154,32.388888888888886,0.5857068382525584,0.004001947278121599,24.894045942050244,-0.4215354238772267,-4.329975247285944,0.9862089331014189,0.026550543176024583
2,4.459691252144082,-0.2653134675781772,2.6211076233646566,3.4085513502071985,2.6469070616011123,54.807692307692314,8.0,3.6141794572151817,2.1145578972716517,23.90878531042488,-15.276572316691606,-33.71726930123549,0.9733212582032031,0.05009051547221562
3,36.23499142367067,0.03905816809680986,0.982943608480735,1.2394966082744454,1.3054059045246065,47.69230769230769,35.208333333333336,1.4965716409392353,-0.6143115795267492,24.37047962731703,-8.108313504578364,-24.49639898720688,0.9813169330266669,0.03378067710636585
