Date,log_return,rolling_volatility_20,daily_range,volume_change,current_close,next_log_return,state_viterbi_past_only,state_posterior_argmax,posterior_confidence,posterior_entropy,p_state_0,p_state_1,p_state_2,p_state_3
2023-05-10,0.004661487332721122,0.00905356295749469,0.013733833944313201,0.6695335496992664,396.2671203613281,-0.0017453194512894838,0,0,0.9939658066465208,0.02679264192737814,0.9939658066465208,1.357925144424756e-09,5.009346035249379e-05,0.0059840985351833
2023-05-11,-0.0017453194512894838,0.008561295082493864,0.005968969562838965,-0.3150986132383956,395.57611083984375,-0.001311281211255423,0,0,0.9986405937921501,0.0075270075658065635,0.9986405937921501,2.9121576493103415e-08,1.965548191395896e-05,0.001339721604387388
2023-05-12,-0.001311281211255423,0.008549121008986723,0.011103300286401985,0.004613250918673317,395.0577392578125,0.0034442071764151836,0,0,0.9984570748236814,0.008426271402969511,0.9984570748236814,2.2851210918188865e-08,3.060212711642675e-05,0.0015123001979880817
2023-05-15,0.0034442071764151836,0.008546055189826035,0.007747951898960289,-0.2610212679376063,396.4207458496094,-0.006705229586373436,0,0,0.999109333767959,0.005213306093714151,0.999109333767959,4.9787967472862285e-08,1.6143828168128728e-05,0.0008744726159333025
2023-05-16,-0.006705229586373436,0.008668879216679125,0.006288889920399285,0.06102349349803179,393.77154541015625,0.012065928240365379,0,0,0.9986523318760456,0.007521582692636019,0.9986523318760456,2.446024187440959e-09,3.8005488209288066e-05,0.0013096601897108339
2023-05-17,0.012065928240365379,0.009112358949800777,0.012571275112619143,0.4138490503634488,398.5515441894531,0.009587167981102016,0,0,0.9843814381532624,0.059411703737523594,0.9843814381532624,3.9207094395089504e-10,0.0004119236298943842,0.015206637824744393
2023-05-18,0.009587167981102016,0.00924616032579328,0.011926627075758322,0.1073345760911082,402.3908996582031,-0.0014562138749975697,0,0,0.9740803678275944,0.08775523530321365,0.9740803678275944,2.0830598868515103e-10,0.00024711821937170966,0.02567251374471727
2023-05-19,-0.0014562138749975697,0.009260998220606389,0.008050248809171457,0.06586530539255621,401.8053588867188,0.0004059524253086426,0,0,0.9909977003222955,0.037266631264785244,0.9909977003222955,2.687067518315635e-10,4.770268867104322e-05,0.008954596720338869
2023-05-22,0.0004059524253086426,0.009261115846329222,0.007259028350471704,-0.5357100622532295,401.968505859375,-0.011286296892984564,0,0,0.9941075151473701,0.0262479930584806,0.9941075151473701,5.190782722895703e-10,4.411414038767917e-05,0.0058483701931407485
2023-05-23,-0.011286296892984564,0.00886399968036741,0.012171287858906048,0.35210532616113854,397.457275390625,-0.007271139621786107,0,0,0.9936790223930025,0.027976617451063487,0.9936790223930025,7.285847059156268e-11,9.05116704417828e-05,0.006230465863723056
