Date,log_return,rolling_volatility_20,daily_range,volume_change,current_close,next_log_return,state_viterbi_past_only,state_posterior_argmax,posterior_confidence,posterior_entropy,p_state_0,p_state_1,p_state_2,p_state_3
2023-05-10,0.006033641982215179,0.003613491257438869,0.005213198801977993,0.48767834276987737,61.72978973388672,-0.0016055923892878009,0,0,0.9996773054480096,0.002112864302219587,0.9996773054480096,0.00032067570478072383,2.0066434394293853e-06,1.2203748722965832e-08
2023-05-11,-0.0016055923892878009,0.00327371892137267,0.002142134522493281,-0.33706575541361317,61.63075637817383,-0.003621337400832894,0,0,0.9996117030834683,0.002596834433888307,0.9996117030834683,5.3967379025491237e-05,8.026839719491434e-07,0.0003335268535611618
2023-05-12,-0.003621337400832894,0.003341789477450373,0.00685302537998835,0.08667885253216308,61.40797424316406,-0.00026889389837484796,0,0,0.9995059569335482,0.0030827985229758183,0.9995059569335482,0.0004910239020109028,2.9702449910549566e-06,4.891946768776706e-08
2023-05-15,-0.00026889389837484796,0.003297551081610314,0.0025536936574609066,-0.3322312821177731,61.39146423339844,-0.007014050532515312,0,0,0.9993552170744006,0.004005843096311524,0.9993552170744006,4.655071774374574e-05,5.73860760463996e-07,0.0005976583471202248
2023-05-16,-0.007014050532515312,0.003618294554731992,0.006361684328316362,0.7296529596984793,60.96236801147461,0.0027035705964904596,0,0,0.999434094913362,0.0034662494500951246,0.999434094913362,0.0005647753931962027,1.125814995148805e-06,3.878451957274817e-09
2023-05-17,0.0027035705964904596,0.003599296781083362,0.005534503544558114,-0.06199679531853465,61.12740707397461,0.0005399129557410163,0,0,0.9997793550555616,0.00150600950724282,0.9997793550555616,0.0002191811168074969,1.157377845527539e-06,3.064497792933131e-07
2023-05-18,0.0005399129557410163,0.003600417440553433,0.005126887057893742,-0.279802456068251,61.16041946411133,0.001078516046410316,0,0,0.9998350256497314,0.0011691363719955419,0.9998350256497314,0.00016144395028959616,7.776258992716783e-07,2.7527740786899574e-06
2023-05-19,0.001078516046410316,0.003531623206882074,0.003908368294538237,0.2130242760450417,61.22641754150391,0.004437763853917385,0,0,0.9998899325218057,0.0008591545830558921,0.9998899325218057,6.280990514054635e-05,4.599540352416361e-07,4.6797619024183197e-05
2023-05-22,0.004437763853917385,0.003625504741258352,0.006037796264759751,-0.03234445908488855,61.49872970581055,-0.005246682118563979,0,0,0.9995260728083708,0.0029705783269725924,0.9995260728083708,0.0004712403689243772,2.6798349241137724e-06,6.987766923618223e-09
2023-05-23,-0.005246682118563979,0.0037861816414034855,0.00553012767041674,-0.0737842209923376,61.17691040039063,-0.007038422340442494,0,0,0.9992056921759512,0.004678861177302508,0.9992056921759512,0.0007908287366408878,3.459567832219256e-06,1.9519603840314717e-08
2023-05-24,-0.007038422340442494,0.003998750071633879,0.007470733521384118,0.16113653654040663,60.747833251953125,-0.0006791138889840008,0,0,0.9897596620745608,0.04133712609870522,0.9897596620745608,0.01021077297457119,2.956494946071355e-05,1.4184627501715432e-12
2023-05-25,-0.0006791138889840008,0.0038915198789070122,0.0048933072155074265,-0.5736803640688555,60.70659255981445,0.006097983828345207,0,0,0.9994979488255882,0.0031203493568034554,0.9994979488255882,0.0005007459213920485,9.751325553649414e-07,3.3012047673496956e-07
2023-05-26,0.006097983828345207,0.00403596489239483,0.006619803917748897,0.09293102850401183,61.077911376953125,0.004313778933038098,0,0,0.9973455160846226,0.01331632814471859,0.9973455160846226,0.0026447498889696497,9.734024791419924e-06,1.6167023351391562e-12
2023-05-30,0.004313778933038098,0.004072622153040802,0.003497473083650763,0.1545291727022812,61.34195709228516,-0.0030989935578897374,0,0,0.9996822203374977,0.0020826631525953454,0.9996822203374977,0.00031622307395260486,1.5189793872337668e-06,3.760917726187054e-08
2023-05-31,-0.0030989935578897374,0.004120646800973472,0.00404807784761924,0.45675888765105316,61.15215301513672,0.005988271255590389,0,0,0.9996833524803163,0.0020734602979033366,0.9996833524803163,0.0003157508965125086,8.383203787950568e-07,5.830280676972479e-08
2023-06-01,0.005988271255590389,0.004356076259345192,0.007142840985109107,-0.022557654104940678,61.51944732666016,0.005108109241474295,0,0,0.9902778655985148,0.03959681522504438,0.9902778655985148,0.009697466404099212,2.466799740403481e-05,9.211392513190399e-15
2023-06-02,0.005108109241474295,0.004442136541359311,0.0063018715442413826,0.1632862122607242,61.83449935913086,-0.0008045411707485768,0,0,0.9946135827418222,0.02421763122445471,0.9946135827418222,0.005377982319893168,8.434937759515764e-06,5.245819140843634e-13
2023-06-05,-0.0008045411707485768,0.00428983881975118,0.002818125648516481,-0.7296505968962889,61.78477096557617,0.001609175284802143,0,0,0.99937207954702,0.003797553292725182,0.99937207954702,0.0006269876922993057,9.172867202627331e-07,1.547394465090202e-08
2023-06-06,0.001609175284802143,0.004246744204951625,0.004555251474617646,-0.04560879476722831,61.884273529052734,-0.005508347016936306,0,0,0.9995445967566843,0.0028620261891733577,0.9995445967566843,0.00045422033595709946,1.171093882305376e-06,1.1813483392428167e-08
2023-06-07,-0.005508347016936306,0.00439989982416952,0.008756587585661097,0.3405515517885354,61.54433059692383,0.006311595100420731,0,0,0.9485967609674346,0.1465387068436694,0.9485967609674346,0.05133513664350213,6.810238908202118e-05,7.783383301530083e-16
2023-06-08,0.006311595100420731,0.004419851814478609,0.00682723597953157,0.04966895361890666,61.93400192260742,0.0002680165553217279,0,0,0.9666579713079637,0.10565249091342016,0.9666579713079637,0.033304629559077883,3.739913294276248e-05,1.0773404867956047e-14
2023-06-09,0.0002680165553217279,0.004400157289409092,0.002275136056852875,-0.22954644337507615,61.95060348510742,-0.0010712646388061208,0,0,0.9983033286846987,0.00904711313659293,0.9983033286846987,0.0016934361655407976,3.231977218438591e-06,3.1725170393989885e-09
