spy_state,n_days,mean_vix,median_vix,p90_vix,mean_vix_log_change_%,share_vix_above_20_%,share_vix_above_30_%,mean_spy_abs_return_%,mean_spy_posterior_entropy
0,325,15.339846141521747,14.609999656677246,19.09800033569336,-0.03902197025841777,6.153846153846154,0.0,0.5604247045497252,0.056627004423869934
1,41,12.958780428258384,12.75,13.930000305175781,0.4535307815977844,0.0,0.0,0.3845780365671973,0.11127800391838473
3,46,18.55086960999862,17.280000686645508,23.940000534057617,-0.3560799998737335,26.08695652173913,2.1739130434782608,0.9063513965199885,0.10319968322736087
