state,frequency_%,mean_daily_return_%,mean_abs_return_%,volatility_daily_%,mean_rolling_volatility_%,downside_frequency_%,avg_duration_days,mean_daily_range_%,mean_log_volume_change_pct,mean_abs_log_volume_change_pct,mean_drawdown_%,worst_drawdown_%,mean_posterior_confidence,mean_posterior_entropy
0,28.81646655231561,-0.0012634443049918307,1.358953720459248,1.6987410408219046,1.7900694405692246,48.06547619047619,29.217391304347824,2.057603782996689,-0.8704544937092875,23.394308625218578,-13.527703137200545,-35.118717226816955,0.9779473341925049,0.04067791065591283
1,32.718696397941684,0.07336207721977822,0.8023005087768362,1.0329311841973978,1.0396383323170495,43.90563564875492,18.609756097560975,1.2486096529060537,0.20851570200917285,27.994418321437152,-3.335076415925156,-23.20254473418243,0.9744401232289496,0.04833373831417954
2,4.288164665523156,-0.13618693841370333,2.9821533934029536,3.764258752060207,3.0283213934847777,53.0,8.333333333333334,4.115732095586409,2.6001523697344715,26.252734377242426,-17.929634401762108,-35.05644706137924,0.9684936960747639,0.06204795484777202
3,34.17667238421956,0.1252074580706509,0.47319879231968826,0.604592640003957,0.6279953144623043,39.146800501882055,30.653846153846153,0.8468594267718131,0.06511749388972266,27.468238352593094,-0.995248900910447,-8.255258930675147,0.9697106085339255,0.05074435677721435
